"id","obs_count","std","median","mean","skew","y"
364,2082,5.46208929691779,3,4.77522935779816,3.83128873647373,0
365,401,5.65409804067875,2,4.35869565217391,3.06282370915325,0
366,179,2.18355243458175,2,2.20987654320988,5.13853001436578,0
367,795,5.14073354661084,2,3.82211538461538,4.86728514739747,0
368,2784,6.05675558550118,4,5.81210855949896,2.35591742168481,0
369,438,4.19337568151236,2,3.421875,4.42939833667124,0
370,635,4.07699382944474,2,3.20707070707071,6.92765395828822,0
371,182,2.01962898259864,2,3.08474576271186,1.32326220416294,0
372,2529,57.0518128314665,3,8.60204081632653,16.9099389206932,0
373,328,2.29112850823996,2,2.6031746031746,1.72831839406773,0
374,1337,7.761360611334,3,5.99551569506726,3.86358241064555,0
375,2214,4.95617549103989,3,4.37549407114625,3.08121992358409,0
376,1735,4.76828652797681,2,4.02552204176334,2.81730927957525,0
377,559,3.35872773826068,2,3.00537634408602,3.42347852547744,0
378,4815,6.83493950143326,3,5.92980295566502,2.98442760150823,0
379,1608,11.44894936483,5.5,9.13636363636364,3.08404580671184,0
380,809,3.47808536322299,3,3.7803738317757,2.13118587730601,0
381,2282,6.95443311791815,4,6.35654596100279,2.46361922493901,0
382,3080,8.71892495124063,4,5.7037037037037,7.45305176572264,0
383,19149,16.2352948521282,9,13.4378947368421,4.55463575587651,0
384,4604,16.4993574152551,4,7.63515754560531,14.6603638861432,0
385,2946,12.0093051053019,3,5.20494699646643,15.5387917063721,0
386,4451,8.27403237179226,5,7.53130287648054,2.62903198059147,0
387,733,3.37406628022562,2,3.3778801843318,2.68388826399703,0
388,3242,7.98066582855788,4,6.97204301075269,2.45007286164444,0
389,175,1.81105060840941,1,2.27272727272727,1.53162947770041,0
390,224,4.68868210027065,4.5,5.33333333333333,2.17627169759646,0
391,722,4.5437202577709,3,3.88172043010753,5.07369821406834,0
392,606,3.69838692147306,3,4.09459459459459,2.62484869634152,0
393,622,3.84097372796087,3,4.01290322580645,2.78036621335591,0
394,824,7.49504021394265,3,4.22564102564103,9.7428288827705,0
395,3551,7.37237282041088,3,5.69983948635634,4.13500171965852,0
396,259,9.00846304411093,4,7.61764705882353,2.36215949808372,0
397,1072,3.85182752339568,3,4.22047244094488,2.35075171944374,0
398,1159,4.79855091421433,3,4.91101694915254,2.09215495702063,0
399,9541,49.5600850600741,5,11.779012345679,24.6156801696926,0
400,1882,6.90234599580946,3,5.58456973293769,4.20194613022391,0
401,738,4.29260767227725,2,3.40092165898618,6.36816193070948,0
402,1633,10.0329046976628,3,6.1622641509434,8.64200550094904,0
403,569,3.21345480189029,3,3.95138888888889,1.35114180976415,0
404,533,6.49074367657159,2,4.29838709677419,6.69736400432725,0
405,1053,4.12383269926509,2,3.19090909090909,4.45902284116545,0
406,3298,6.08453161829926,3,4.96686746987952,2.88840478369913,0
407,568,2.84109264641979,2,3.30232558139535,2.41217823835913,0
408,5021,9.32078025896896,4,7.48286140089419,3.45247095347439,0
409,903,3.69290714299186,2,3.2956204379562,2.65040010806514,0
410,1637,6.65116381024569,4,5.84642857142857,3.08541238001078,0
411,160,3.33478399806127,2,3.13725490196078,2.67065175608327,0
412,466,2.30214363799083,2,2.84146341463415,2.55712708846563,0
413,203,2.80130492804612,2,2.30681818181818,4.65591832519859,0
414,2946,8.11475508645921,4,7.59278350515464,1.87266118850296,0
415,359,3.05350634579454,2,3.32407407407407,1.93361099500087,0
416,1634,9.44205921025577,2,4.17902813299233,13.4257601136937,0
417,1253,5.69716259126262,3,5.40086206896552,2.9429702138434,0
418,116,3.16940403723153,2,2.82926829268293,3.62155195645858,0
419,117,1.58588700542787,1,2.05263157894737,2.05432609971495,0
420,1660,7.03351261815174,3,5.28662420382166,4.09129563858413,0
421,806,4.43163069866507,3,4.57954545454545,2.03230074879473,0
422,289,2.30456288718926,2,2.89,2.1580489100688,0
423,2009,15.7820351985159,7,12.3251533742331,2.40334630380178,0
424,4684,7.05697480769159,4,6.37278911564626,4.10786246078519,0
425,250,3.30306850813247,2,3.52112676056338,2.12313043141226,0
426,3171,13.1465423119271,5,8.93239436619718,5.20011713324721,0
427,6398,64.5113602035873,6,12.6944444444444,21.5329389264424,0
428,1599,5.24852534990771,3,4.875,2.48559570111976,0
429,2046,8.4786399933322,4,6.55769230769231,4.87367287888724,0
